TopicNumber,Topic,URL,Publication,Category,HeroImage,HeroFilename,HeroAltText,SectionImageCount,SectionImagePaths,Uniqueness,Format,QAStatus
301,"GetSibu Architecture","/architecture",published,architecture-performance,"/images/topics/getsibu-architecture/getsibu-architecture-hero.webp","getsibu-architecture-hero.webp","Illustrative photograph of the infrastructure behind a media platform",1,"/images/topics/getsibu-architecture/getsibu-architecture-five-layers-each-responsible-f.webp",verified-unique,webp,passed
302,"Creative Asset Infrastructure","/architecture/creative-asset-infrastructure",published,architecture-performance,"/images/topics/creative-asset-infrastructure/creative-asset-infrastructure-hero.webp","creative-asset-infrastructure-hero.webp","Illustrative photograph of the infrastructure behind a media platform",2,"/images/topics/creative-asset-infrastructure/creative-asset-infrastructure-large-collections-that-still-h.webp; /images/topics/creative-asset-infrastructure/creative-asset-infrastructure-a-media-company-gathers-its-ar.webp",verified-unique,webp,passed
303,"Cloud-Based Asset Management","/architecture/cloud-based-asset-management",published,architecture-performance,"/images/topics/cloud-based-asset-management/cloud-based-asset-management-hero.webp","cloud-based-asset-management-hero.webp","Illustrative photograph of the infrastructure behind a media platform",1,"/images/topics/cloud-based-asset-management/cloud-based-asset-management-a-library-people-connect-to-wh.webp",verified-unique,webp,passed
304,"CDN Asset Delivery","/architecture/cdn-asset-delivery",published,architecture-performance,"/images/topics/cdn-asset-delivery/cdn-asset-delivery-hero.webp","cdn-asset-delivery-hero.webp","Illustrative photograph of the infrastructure behind a media platform",1,"/images/topics/cdn-asset-delivery/cdn-asset-delivery-previews-and-media-served-from.webp",verified-unique,webp,passed
305,"Edge Caching","/architecture/edge-caching",published,architecture-performance,"/images/topics/edge-caching/edge-caching-hero.webp","edge-caching-hero.webp","Illustrative photograph of the infrastructure behind a media platform",2,"/images/topics/edge-caching/edge-caching-keeping-popular-content-a-shor.webp; /images/topics/edge-caching/edge-caching-the-life-of-a-cached-copy-at-o.webp",verified-unique,webp,passed
306,"Streaming Previews","/architecture/streaming-previews",published,architecture-performance,"/images/topics/streaming-previews/streaming-previews-hero.webp","streaming-previews-hero.webp","Illustrative photograph of the infrastructure behind a media platform",1,"/images/topics/streaming-previews/streaming-previews-watching-the-part-you-need-ins.webp",verified-unique,webp,passed
307,"Fast Creative Search","/architecture/fast-creative-search",published,architecture-performance,"/images/topics/fast-creative-search/fast-creative-search-hero.webp","fast-creative-search-hero.webp","Illustrative photograph of the infrastructure behind a media platform",1,"/images/topics/fast-creative-search/fast-creative-search-search-built-to-answer-while-t.webp",verified-unique,webp,passed
308,"Scalable Asset Storage","/architecture/scalable-asset-storage",published,architecture-performance,"/images/topics/scalable-asset-storage/scalable-asset-storage-hero.webp","scalable-asset-storage-hero.webp","Illustrative photograph of the infrastructure behind a media platform",3,"/images/topics/scalable-asset-storage/scalable-asset-storage-storage-for-the-library-you-wi.webp; /images/topics/scalable-asset-storage/scalable-asset-storage-what-expands-alongside-the-fil.webp; /images/topics/scalable-asset-storage/scalable-asset-storage-an-agency-grows-its-library-by.webp",verified-unique,webp,passed
309,"Large Library Performance","/architecture/large-library-performance",published,architecture-performance,"/images/topics/large-library-performance/large-library-performance-hero.webp","large-library-performance-hero.webp","Illustrative photograph of the infrastructure behind a media platform",2,"/images/topics/large-library-performance/large-library-performance-three-pressures-that-arrive-wi.webp; /images/topics/large-library-performance/large-library-performance-a-retail-brand-separates-three.webp",verified-unique,webp,passed
310,"Search Performance","/architecture/search-performance",framed,architecture-performance,"/images/topics/search-performance/search-performance-hero.webp","search-performance-hero.webp","Illustrative photograph of the infrastructure behind a media platform",2,"/images/topics/search-performance/search-performance-more-than-how-quickly-results-.webp; /images/topics/search-performance/search-performance-four-qualities-that-together-m.webp",verified-unique,webp,passed
311,"Asset Processing Performance","/architecture/asset-processing-performance",published,architecture-performance,"/images/topics/asset-processing-performance/asset-processing-performance-hero.webp","asset-processing-performance-hero.webp","Illustrative photograph of the infrastructure behind a media platform",2,"/images/topics/asset-processing-performance/asset-processing-performance-slow-preparation-kept-apart-fr.webp; /images/topics/asset-processing-performance/asset-processing-performance-a-new-product-range-prepared-w.webp",verified-unique,webp,passed
312,"Large File Performance","/architecture/large-file-performance",published,architecture-performance,"/images/topics/large-file-performance/large-file-performance-hero.webp","large-file-performance-hero.webp","Illustrative photograph of the infrastructure behind a media platform",1,"/images/topics/large-file-performance/large-file-performance-when-file-size-turns-an-upload.webp",verified-unique,webp,passed
313,"Media Preview Performance","/architecture/media-preview-performance",published,architecture-performance,"/images/topics/media-preview-performance/media-preview-performance-hero.webp","media-preview-performance-hero.webp","Illustrative photograph of the infrastructure behind a media platform",2,"/images/topics/media-preview-performance/media-preview-performance-taking-the-effort-out-of-looki.webp; /images/topics/media-preview-performance/media-preview-performance-where-friction-collects-when-l.webp",verified-unique,webp,passed
314,"Global Asset Access","/architecture/global-asset-access",published,architecture-performance,"/images/topics/global-asset-access/global-asset-access-hero.webp","global-asset-access-hero.webp","Illustrative photograph of the infrastructure behind a media platform",2,"/images/topics/global-asset-access/global-asset-access-one-library-for-teams-that-nev.webp; /images/topics/global-asset-access/global-asset-access-a-campaign-launched-in-several.webp",verified-unique,webp,passed
315,"API Scalability","/architecture/api-scalability",published,architecture-performance,"/images/topics/api-scalability/api-scalability-hero.webp","api-scalability-hero.webp","Illustrative photograph of the infrastructure behind a media platform",1,"/images/topics/api-scalability/api-scalability-a-request-layer-that-grows-wit.webp",verified-unique,webp,passed
316,"Stateless API Architecture","/architecture/stateless-api-architecture",published,architecture-performance,"/images/topics/stateless-api-architecture/stateless-api-architecture-hero.webp","stateless-api-architecture-hero.webp","Illustrative photograph of the infrastructure behind a media platform",1,"/images/topics/stateless-api-architecture/stateless-api-architecture-api-servers-that-keep-nothing-.webp",verified-unique,webp,passed
317,"Search Infrastructure","/architecture/search-infrastructure",published,architecture-performance,"/images/topics/search-infrastructure/search-infrastructure-hero.webp","search-infrastructure-hero.webp","Illustrative photograph of the infrastructure behind a media platform",1,"/images/topics/search-infrastructure/search-infrastructure-two-ways-of-matching-inside-on.webp",verified-unique,webp,passed
318,"Storage Architecture","/architecture/storage-architecture",published,architecture-performance,"/images/topics/storage-architecture/storage-architecture-hero.webp","storage-architecture-hero.webp","Illustrative photograph of the infrastructure behind a media platform",1,"/images/topics/storage-architecture/storage-architecture-content-held-as-objects-and-di.webp",verified-unique,webp,passed
319,"Observability","/architecture/observability",published,architecture-performance,"/images/topics/observability/observability-hero.webp","observability-hero.webp","Illustrative photograph of the infrastructure behind a media platform",1,"/images/topics/observability/observability-seeing-how-a-running-platform-.webp",verified-unique,webp,passed
320,"High-Performance DAM","/architecture/high-performance-dam",published,architecture-performance,"/images/topics/high-performance-dam/high-performance-dam-hero.webp","high-performance-dam-hero.webp","Illustrative photograph of the infrastructure behind a media platform",2,"/images/topics/high-performance-dam/high-performance-dam-responsiveness-is-a-property-o.webp; /images/topics/high-performance-dam/high-performance-dam-where-each-capability-shows-up.webp",verified-unique,webp,passed
321,"GetSibu Security","/security",published,security-compliance,"/images/topics/getsibu-security/getsibu-security-hero.webp","getsibu-security-hero.webp","Illustrative photograph of people looking after access to valuable creative work",1,"/images/topics/getsibu-security/getsibu-security-five-protections-designed-into.webp",verified-unique,webp,passed
322,"AES-256 Encryption","/security/aes-256-encryption",held,security-compliance,"/images/topics/aes-256-encryption/aes-256-encryption-hero.webp","aes-256-encryption-hero.webp","Illustrative photograph of people looking after access to valuable creative work",1,"/images/topics/aes-256-encryption/aes-256-encryption-stored-data-that-is-unreadable.webp",verified-unique,webp,passed
323,"Secret Encryption","/security/secret-encryption",published,security-compliance,"/images/topics/secret-encryption/secret-encryption-hero.webp","secret-encryption-hero.webp","Illustrative photograph of people looking after access to valuable creative work",1,"/images/topics/secret-encryption/secret-encryption-protecting-the-keys-a-platform.webp",verified-unique,webp,passed
324,"Tenant Isolation","/security/tenant-isolation",published,security-compliance,"/images/topics/tenant-isolation/tenant-isolation-hero.webp","tenant-isolation-hero.webp","Illustrative photograph of people looking after access to valuable creative work",2,"/images/topics/tenant-isolation/tenant-isolation-separation-between-customers-b.webp; /images/topics/tenant-isolation/tenant-isolation-a-tender-that-asks-about-separ.webp",verified-unique,webp,passed
325,"RBAC Security","/security/rbac-security",published,security-compliance,"/images/topics/rbac-security/rbac-security-hero.webp","rbac-security-hero.webp","Illustrative photograph of people looking after access to valuable creative work",2,"/images/topics/rbac-security/rbac-security-limits-on-actions-not-only-on-.webp; /images/topics/rbac-security/rbac-security-a-retouchers-password-may-have.webp",verified-unique,webp,passed
326,"Audit Logs","/security/audit-logs",published,security-compliance,"/images/topics/audit-logs/audit-logs-hero.webp","audit-logs-hero.webp","Illustrative photograph of people looking after access to valuable creative work",2,"/images/topics/audit-logs/audit-logs-a-record-of-important-actions-.webp; /images/topics/audit-logs/audit-logs-a-required-legal-line-disappea.webp",verified-unique,webp,passed
327,"Immutable Audit History","/security/immutable-audit-history",held,security-compliance,"/images/topics/immutable-audit-history/immutable-audit-history-hero.webp","immutable-audit-history-hero.webp","Illustrative photograph of people looking after access to valuable creative work",3,"/images/topics/immutable-audit-history/immutable-audit-history-a-record-the-most-powerful-acc.webp; /images/topics/immutable-audit-history/immutable-audit-history-from-a-privileged-action-to-ev.webp; /images/topics/immutable-audit-history/immutable-audit-history-a-former-client-questions-who-.webp",verified-unique,webp,passed
328,"GDPR Support","/security/gdpr-support",held,security-compliance,"/images/topics/gdpr-support/gdpr-support-hero.webp","gdpr-support-hero.webp","Illustrative photograph of people looking after access to valuable creative work",1,"/images/topics/gdpr-support/gdpr-support-personal-data-inside-creative-.webp",verified-unique,webp,passed
329,"Data Processing Agreement","/security/data-processing-agreement",held,security-compliance,"/images/topics/data-processing-agreement/data-processing-agreement-hero.webp","data-processing-agreement-hero.webp","Illustrative photograph of people looking after access to valuable creative work",1,"/images/topics/data-processing-agreement/data-processing-agreement-a-written-basis-for-trusting-a.webp",verified-unique,webp,passed
330,"SOC 2 Readiness","/security/soc-2-readiness",held,security-compliance,"/images/topics/soc-2-readiness/soc-2-readiness-hero.webp","soc-2-readiness-hero.webp","Illustrative photograph of people looking after access to valuable creative work",1,"/images/topics/soc-2-readiness/soc-2-readiness-an-architecture-prepared-for-i.webp",verified-unique,webp,passed
331,"Backup Redundancy","/security/backup-redundancy",held,security-compliance,"/images/topics/backup-redundancy/backup-redundancy-hero.webp","backup-redundancy-hero.webp","Illustrative photograph of people looking after access to valuable creative work",1,"/images/topics/backup-redundancy/backup-redundancy-more-than-one-way-back-when-st.webp",verified-unique,webp,passed
332,"Point-in-Time Restore","/security/point-in-time-restore",held,security-compliance,"/images/topics/point-in-time-restore/point-in-time-restore-hero.webp","point-in-time-restore-hero.webp","Illustrative photograph of people looking after access to valuable creative work",1,"/images/topics/point-in-time-restore/point-in-time-restore-back-to-how-the-data-was-just-.webp",verified-unique,webp,passed
333,"Cross-Region Replication","/security/cross-region-replication",held,security-compliance,"/images/topics/cross-region-replication/cross-region-replication-hero.webp","cross-region-replication-hero.webp","Illustrative photograph of people looking after access to valuable creative work",2,"/images/topics/cross-region-replication/cross-region-replication-a-second-region-to-continue-fr.webp; /images/topics/cross-region-replication/cross-region-replication-how-a-switch-to-a-second-regio.webp",verified-unique,webp,passed
334,"SSO","/security/sso",held,security-compliance,"/images/topics/sso/sso-hero.webp","sso-hero.webp","Illustrative photograph of people looking after access to valuable creative work",1,"/images/topics/sso/sso-one-identity-managed-in-one-pl.webp",verified-unique,webp,passed
335,"SCIM","/security/scim",held,security-compliance,"/images/topics/scim/scim-hero.webp","scim-hero.webp","Illustrative photograph of people looking after access to valuable creative work",2,"/images/topics/scim/scim-accounts-that-follow-the-direc.webp; /images/topics/scim/scim-joining-moving-and-leaving-wit.webp",verified-unique,webp,passed
336,"MFA","/security/mfa",published,security-compliance,"/images/topics/mfa/mfa-hero.webp","mfa-hero.webp","Illustrative photograph of people looking after access to valuable creative work",1,"/images/topics/mfa/mfa-a-second-proof-that-the-right-.webp",verified-unique,webp,passed
337,"Default-Deny Security","/security/default-deny-security",published,security-compliance,"/images/topics/default-deny-security/default-deny-security-hero.webp","default-deny-security-hero.webp","Illustrative photograph of people looking after access to valuable creative work",2,"/images/topics/default-deny-security/default-deny-security-a-safe-answer-for-the-moments-.webp; /images/topics/default-deny-security/default-deny-security-a-newly-acquired-studio-joins-.webp",verified-unique,webp,passed
338,"Enterprise Asset Security","/security/enterprise-asset-security",published,security-compliance,"/images/topics/enterprise-asset-security/enterprise-asset-security-hero.webp","enterprise-asset-security-hero.webp","Illustrative photograph of people looking after access to valuable creative work",2,"/images/topics/enterprise-asset-security/enterprise-asset-security-five-parts-usually-looked-afte.webp; /images/topics/enterprise-asset-security/enterprise-asset-security-a-group-wide-rollout-that-star.webp",verified-unique,webp,passed
339,"Creative Data Governance","/security/creative-data-governance",published,security-compliance,"/images/topics/creative-data-governance/creative-data-governance-hero.webp","creative-data-governance-hero.webp","Illustrative photograph of people looking after access to valuable creative work",1,"/images/topics/creative-data-governance/creative-data-governance-rules-for-creative-data-not-on.webp",verified-unique,webp,passed
340,"Secure Digital Asset Management","/security/secure-digital-asset-management",published,security-compliance,"/images/topics/secure-digital-asset-management/secure-digital-asset-management-hero.webp","secure-digital-asset-management-hero.webp","Illustrative photograph of people looking after access to valuable creative work",2,"/images/topics/secure-digital-asset-management/secure-digital-asset-management-protection-that-matches-what-a.webp; /images/topics/secure-digital-asset-management/secure-digital-asset-management-photographs-of-families-whose-.webp",verified-unique,webp,passed
341,"GetSibu Pricing","/pricing",framed,pricing-plans,"/images/topics/getsibu-pricing/getsibu-pricing-hero.webp","getsibu-pricing-hero.webp","Illustrative photograph of a team weighing up the cost of a creative library",1,"/images/topics/getsibu-pricing/getsibu-pricing-understanding-your-own-needs-b.webp",verified-unique,webp,passed
342,"Free Plan","/pricing/free-plan",held,pricing-plans,"/images/topics/free-plan/free-plan-hero.webp","free-plan-hero.webp","Illustrative photograph of a team weighing up the cost of a creative library",3,"/images/topics/free-plan/free-plan-room-for-individuals-and-maker.webp; /images/topics/free-plan/free-plan-what-the-free-plan-provides.webp; /images/topics/free-plan/free-plan-a-freelance-motion-designer-te.webp",verified-unique,webp,passed
343,"Pro Plan","/pricing/pro-plan",held,pricing-plans,"/images/topics/pro-plan/pro-plan-hero.webp","pro-plan-hero.webp","Illustrative photograph of a team weighing up the cost of a creative library",1,"/images/topics/pro-plan/pro-plan-designed-for-the-moment-a-team.webp",verified-unique,webp,passed
344,"Business Plan","/pricing/business-plan",held,pricing-plans,"/images/topics/business-plan/business-plan-hero.webp","business-plan-hero.webp","Illustrative photograph of a team weighing up the cost of a creative library",1,"/images/topics/business-plan/business-plan-requirements-that-arrive-with-.webp",verified-unique,webp,passed
345,"Creative Team Pricing","/pricing/creative-team-pricing",published,pricing-plans,"/images/topics/creative-team-pricing/creative-team-pricing-hero.webp","creative-team-pricing-hero.webp","Illustrative photograph of a team weighing up the cost of a creative library",1,"/images/topics/creative-team-pricing/creative-team-pricing-the-measures-that-describe-wha.webp",verified-unique,webp,passed
346,"DAM Pricing for Agencies","/pricing/dam-pricing-for-agencies",published,pricing-plans,"/images/topics/dam-pricing-for-agencies/dam-pricing-for-agencies-hero.webp","dam-pricing-for-agencies-hero.webp","Illustrative photograph of a team weighing up the cost of a creative library",2,"/images/topics/dam-pricing-for-agencies/dam-pricing-for-agencies-an-agencys-needs-are-counted-c.webp; /images/topics/dam-pricing-for-agencies/dam-pricing-for-agencies-an-agency-describes-its-roster.webp",verified-unique,webp,passed
347,"Enterprise Asset Management Cost","/pricing/enterprise-asset-management-cost",published,pricing-plans,"/images/topics/enterprise-asset-management-cost/enterprise-asset-management-cost-hero.webp","enterprise-asset-management-cost-hero.webp","Illustrative photograph of a team weighing up the cost of a creative library",1,"/images/topics/enterprise-asset-management-cost/enterprise-asset-management-cost-a-cost-only-makes-sense-beside.webp",verified-unique,webp,passed
348,"Creative Workflow ROI","/business-value/creative-workflow-roi",published,business-value,"/images/topics/creative-workflow-roi/creative-workflow-roi-hero.webp","creative-workflow-roi-hero.webp","Illustrative photograph of creative leaders planning how their team works",1,"/images/topics/creative-workflow-roi/creative-workflow-roi-the-return-hides-in-three-ever.webp",verified-unique,webp,passed
349,"Asset Discovery ROI","/business-value/asset-discovery-roi",published,business-value,"/images/topics/asset-discovery-roi/asset-discovery-roi-hero.webp","asset-discovery-roi-hero.webp","Illustrative photograph of creative leaders planning how their team works",2,"/images/topics/asset-discovery-roi/asset-discovery-roi-every-search-takes-time-from-m.webp; /images/topics/asset-discovery-roi/asset-discovery-roi-the-archive-expert-is-away-dur.webp",verified-unique,webp,passed
350,"Duplicate Reduction","/business-value/duplicate-reduction",published,business-value,"/images/topics/duplicate-reduction/duplicate-reduction-hero.webp","duplicate-reduction-hero.webp","Illustrative photograph of creative leaders planning how their team works",2,"/images/topics/duplicate-reduction/duplicate-reduction-two-returns-from-fewer-copies.webp; /images/topics/duplicate-reduction/duplicate-reduction-product-photography-brought-ba.webp",verified-unique,webp,passed
351,"Creative Productivity","/business-value/creative-productivity",published,business-value,"/images/topics/creative-productivity/creative-productivity-hero.webp","creative-productivity-hero.webp","Illustrative photograph of creative leaders planning how their team works",2,"/images/topics/creative-productivity/creative-productivity-productivity-measured-by-atten.webp; /images/topics/creative-productivity/creative-productivity-where-file-work-interrupts-a-c.webp",verified-unique,webp,passed
352,"Marketing Productivity","/business-value/marketing-productivity",published,business-value,"/images/topics/marketing-productivity/marketing-productivity-hero.webp","marketing-productivity-hero.webp","Illustrative photograph of creative leaders planning how their team works",1,"/images/topics/marketing-productivity/marketing-productivity-finding-the-file-is-only-half-.webp",verified-unique,webp,passed
353,"Production Productivity","/business-value/production-productivity",published,business-value,"/images/topics/production-productivity/production-productivity-hero.webp","production-productivity-hero.webp","Illustrative photograph of creative leaders planning how their team works",1,"/images/topics/production-productivity/production-productivity-footage-outgrows-the-time-to-w.webp",verified-unique,webp,passed
354,"Agency Efficiency","/business-value/agency-efficiency",published,business-value,"/images/topics/agency-efficiency/agency-efficiency-hero.webp","agency-efficiency-hero.webp","Illustrative photograph of creative leaders planning how their team works",1,"/images/topics/agency-efficiency/agency-efficiency-overhead-that-grows-with-every.webp",verified-unique,webp,passed
355,"Creative Operations Efficiency","/business-value/creative-operations-efficiency",published,business-value,"/images/topics/creative-operations-efficiency/creative-operations-efficiency-hero.webp","creative-operations-efficiency-hero.webp","Illustrative photograph of creative leaders planning how their team works",1,"/images/topics/creative-operations-efficiency/creative-operations-efficiency-steadier-operations-rather-tha.webp",verified-unique,webp,passed
356,"Asset Management Efficiency","/business-value/asset-management-efficiency",published,business-value,"/images/topics/asset-management-efficiency/asset-management-efficiency-hero.webp","asset-management-efficiency-hero.webp","Illustrative photograph of creative leaders planning how their team works",1,"/images/topics/asset-management-efficiency/asset-management-efficiency-repetition-that-grows-with-the.webp",verified-unique,webp,passed
357,"Storage Efficiency","/business-value/storage-efficiency",published,business-value,"/images/topics/storage-efficiency/storage-efficiency-hero.webp","storage-efficiency-hero.webp","Illustrative photograph of creative leaders planning how their team works",1,"/images/topics/storage-efficiency/storage-efficiency-storage-spent-on-purpose.webp",verified-unique,webp,passed
358,"Collaboration Efficiency","/business-value/collaboration-efficiency",published,business-value,"/images/topics/collaboration-efficiency/collaboration-efficiency-hero.webp","collaboration-efficiency-hero.webp","Illustrative photograph of creative leaders planning how their team works",1,"/images/topics/collaboration-efficiency/collaboration-efficiency-the-effort-of-explaining-which.webp",verified-unique,webp,passed
359,"DAM Business Case","/business-value/dam-business-case",published,business-value,"/images/topics/dam-business-case/dam-business-case-hero.webp","dam-business-case-hero.webp","Illustrative photograph of creative leaders planning how their team works",1,"/images/topics/dam-business-case/dam-business-case-a-case-the-decision-makers-can.webp",verified-unique,webp,passed
360,"Why Invest in GetSibu","/business-value/why-invest-in-getsibu",published,business-value,"/images/topics/why-invest-in-getsibu/why-invest-in-getsibu-hero.webp","why-invest-in-getsibu-hero.webp","Illustrative photograph of creative leaders planning how their team works",2,"/images/topics/why-invest-in-getsibu/why-invest-in-getsibu-an-investment-in-work-already-.webp; /images/topics/why-invest-in-getsibu/why-invest-in-getsibu-five-parts-of-the-platform-and.webp",verified-unique,webp,passed
361,"What Is Digital Asset Management?","/resources/what-is-digital-asset-management",published,resources,"/images/topics/what-is-digital-asset-management/what-is-digital-asset-management-hero.webp","what-is-digital-asset-management-hero.webp","Illustrative photograph of a reference library about managing creative assets",2,"/images/topics/what-is-digital-asset-management/what-is-digital-asset-management-why-organisations-manage-asset.webp; /images/topics/what-is-digital-asset-management/what-is-digital-asset-management-how-getsibu-extends-traditiona.webp",verified-unique,webp,passed
362,"What Is AI Asset Management?","/resources/what-is-ai-asset-management",published,resources,"/images/topics/what-is-ai-asset-management/what-is-ai-asset-management-hero.webp","what-is-ai-asset-management-hero.webp","Illustrative photograph of a reference library about managing creative assets",2,"/images/topics/what-is-ai-asset-management/what-is-ai-asset-management-what-changes-when-software-can.webp; /images/topics/what-is-ai-asset-management/what-is-ai-asset-management-how-getsibu-applies-ai-to-the-.webp",verified-unique,webp,passed
363,"What Is Semantic Search?","/resources/what-is-semantic-search",published,resources,"/images/topics/what-is-semantic-search/what-is-semantic-search-hero.webp","what-is-semantic-search-hero.webp","Illustrative photograph of a reference library about managing creative assets",2,"/images/topics/what-is-semantic-search/what-is-semantic-search-why-exact-words-fail-in-a-crea.webp; /images/topics/what-is-semantic-search/what-is-semantic-search-how-getsibu-applies-semantic-s.webp",verified-unique,webp,passed
364,"What Is AI Tagging?","/resources/what-is-ai-tagging",published,resources,"/images/topics/what-is-ai-tagging/what-is-ai-tagging-hero.webp","what-is-ai-tagging-hero.webp","Illustrative photograph of a reference library about managing creative assets",3,"/images/topics/what-is-ai-tagging/what-is-ai-tagging-why-large-libraries-stop-being.webp; /images/topics/what-is-ai-tagging/what-is-ai-tagging-the-life-of-a-suggested-tag.webp; /images/topics/what-is-ai-tagging/what-is-ai-tagging-how-getsibu-applies-ai-tagging.webp",verified-unique,webp,passed
365,"What Is Scene Detection?","/resources/what-is-scene-detection",held,resources,"/images/topics/what-is-scene-detection/what-is-scene-detection-hero.webp","what-is-scene-detection-hero.webp","Illustrative photograph of a reference library about managing creative assets",2,"/images/topics/what-is-scene-detection/what-is-scene-detection-why-long-video-is-hard-to-find.webp; /images/topics/what-is-scene-detection/what-is-scene-detection-how-getsibu-applies-scene-dete.webp",verified-unique,webp,passed
366,"What Is OCR in DAM?","/resources/what-is-ocr-in-dam",published,resources,"/images/topics/what-is-ocr-in-dam/what-is-ocr-in-dam-hero.webp","what-is-ocr-in-dam-hero.webp","Illustrative photograph of a reference library about managing creative assets",2,"/images/topics/what-is-ocr-in-dam/what-is-ocr-in-dam-why-words-locked-inside-files-.webp; /images/topics/what-is-ocr-in-dam/what-is-ocr-in-dam-how-getsibu-applies-ocr.webp",verified-unique,webp,passed
367,"What Is Face Grouping?","/resources/what-is-face-grouping",held,resources,"/images/topics/what-is-face-grouping/what-is-face-grouping-hero.webp","what-is-face-grouping-hero.webp","Illustrative photograph of a reference library about managing creative assets",2,"/images/topics/what-is-face-grouping/what-is-face-grouping-finding-the-same-person-across.webp; /images/topics/what-is-face-grouping/what-is-face-grouping-how-getsibu-applies-face-group.webp",verified-unique,webp,passed
368,"What Is Duplicate Detection?","/resources/what-is-duplicate-detection",published,resources,"/images/topics/what-is-duplicate-detection/what-is-duplicate-detection-hero.webp","what-is-duplicate-detection-hero.webp","Illustrative photograph of a reference library about managing creative assets",2,"/images/topics/what-is-duplicate-detection/what-is-duplicate-detection-how-one-asset-ends-up-in-a-lib.webp; /images/topics/what-is-duplicate-detection/what-is-duplicate-detection-how-getsibu-applies-duplicate-.webp",verified-unique,webp,passed
369,"What Is Asset Versioning?","/resources/what-is-asset-versioning",published,resources,"/images/topics/what-is-asset-versioning/what-is-asset-versioning-hero.webp","what-is-asset-versioning-hero.webp","Illustrative photograph of a reference library about managing creative assets",2,"/images/topics/what-is-asset-versioning/what-is-asset-versioning-one-identity-for-an-asset-many.webp; /images/topics/what-is-asset-versioning/what-is-asset-versioning-how-getsibu-applies-asset-vers.webp",verified-unique,webp,passed
370,"What Is Creative Approval?","/resources/what-is-creative-approval",published,resources,"/images/topics/what-is-creative-approval/what-is-creative-approval-hero.webp","what-is-creative-approval-hero.webp","Illustrative photograph of a reference library about managing creative assets",3,"/images/topics/what-is-creative-approval/what-is-creative-approval-why-sign-off-needs-to-be-a-rec.webp; /images/topics/what-is-creative-approval/what-is-creative-approval-stages-an-approval-typically-p.webp; /images/topics/what-is-creative-approval/what-is-creative-approval-how-getsibu-applies-creative-a.webp",verified-unique,webp,passed
371,"What Is Creative Governance?","/resources/what-is-creative-governance",published,resources,"/images/topics/what-is-creative-governance/what-is-creative-governance-hero.webp","what-is-creative-governance-hero.webp","Illustrative photograph of a reference library about managing creative assets",2,"/images/topics/what-is-creative-governance/what-is-creative-governance-the-rules-that-let-many-people.webp; /images/topics/what-is-creative-governance/what-is-creative-governance-how-getsibu-supports-creative-.webp",verified-unique,webp,passed
372,"What Is Multi-Tenant DAM?","/resources/what-is-multi-tenant-dam",published,resources,"/images/topics/what-is-multi-tenant-dam/what-is-multi-tenant-dam-hero.webp","what-is-multi-tenant-dam-hero.webp","Illustrative photograph of a reference library about managing creative assets",2,"/images/topics/what-is-multi-tenant-dam/what-is-multi-tenant-dam-separation-built-into-the-stru.webp; /images/topics/what-is-multi-tenant-dam/what-is-multi-tenant-dam-how-getsibu-applies-multi-tena.webp",verified-unique,webp,passed
373,"What Is a Creative Library?","/resources/what-is-a-creative-library",published,resources,"/images/topics/what-is-a-creative-library/what-is-a-creative-library-hero.webp","what-is-a-creative-library-hero.webp","Illustrative photograph of a reference library about managing creative assets",2,"/images/topics/what-is-a-creative-library/what-is-a-creative-library-the-difference-between-a-pile-.webp; /images/topics/what-is-a-creative-library/what-is-a-creative-library-how-getsibu-shapes-a-creative-.webp",verified-unique,webp,passed
374,"What Is Asset Metadata?","/resources/what-is-asset-metadata",published,resources,"/images/topics/what-is-asset-metadata/what-is-asset-metadata-hero.webp","what-is-asset-metadata-hero.webp","Illustrative photograph of a reference library about managing creative assets",3,"/images/topics/what-is-asset-metadata/what-is-asset-metadata-the-information-that-makes-a-f.webp; /images/topics/what-is-asset-metadata/what-is-asset-metadata-how-metadata-accumulates-aroun.webp; /images/topics/what-is-asset-metadata/what-is-asset-metadata-how-getsibu-handles-asset-meta.webp",verified-unique,webp,passed
375,"What Is Asset Taxonomy?","/resources/what-is-asset-taxonomy",published,resources,"/images/topics/what-is-asset-taxonomy/what-is-asset-taxonomy-hero.webp","what-is-asset-taxonomy-hero.webp","Illustrative photograph of a reference library about managing creative assets",2,"/images/topics/what-is-asset-taxonomy/what-is-asset-taxonomy-shared-words-for-a-shared-libr.webp; /images/topics/what-is-asset-taxonomy/what-is-asset-taxonomy-how-getsibu-supports-an-asset-.webp",verified-unique,webp,passed
376,"What Is a DAM Migration?","/resources/what-is-a-dam-migration",published,resources,"/images/topics/what-is-a-dam-migration/what-is-a-dam-migration-hero.webp","what-is-a-dam-migration-hero.webp","Illustrative photograph of a reference library about managing creative assets",2,"/images/topics/what-is-a-dam-migration/what-is-a-dam-migration-why-a-migration-is-more-than-c.webp; /images/topics/what-is-a-dam-migration/what-is-a-dam-migration-how-getsibu-approaches-a-dam-m.webp",verified-unique,webp,passed
