pdf_page,pdf_group,pdf_topic,pdf_words,website_url,http_status,redirect_to,exists,published,indexable,in_sitemap,in_search,in_navigation,hub_linked,inbound_contextual,inbound_hub,own_pdf_text_rendered,topic_match,content_match,content_depth,structure_match,structure_elements,topic_specific_words,context_words,topic_sections_beyond_hero,max_prose_overlap,most_similar_pdf_page,duplication,hero_visual,claims,context_page,status,notes
231,211-240 Use Cases,GetSibu for Retail Brands,12,/use-cases/retail-brands,200,,yes,published,yes,yes,yes,no,yes,8,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|use-case|cta,12,54,0,0.711,234,near-duplicate,media-library,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Near-duplicate of PDF 234 /use-cases/social-media-teams (prose overlap 0.711)
232,211-240 Use Cases,GetSibu for Media Companies,13,/use-cases/media-companies,200,,yes,published,yes,yes,yes,mega menu,yes,8,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|use-case|cta,13,60,0,0.71,238,near-duplicate,media-library,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Near-duplicate of PDF 238 /use-cases/nonprofits (prose overlap 0.71)
233,211-240 Use Cases,GetSibu for Newsrooms,16,/use-cases/newsrooms,200,,yes,published,yes,yes,yes,no,yes,8,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|use-case|cta,16,107,0,0.532,236,no,media-library,,,PARTIAL,THIN: topic-specific content is only the 16-word PDF paragraph in the hero; every other section is neighbouring-topic context
234,211-240 Use Cases,GetSibu for Social Media Teams,13,/use-cases/social-media-teams,200,,yes,published,yes,yes,yes,no,yes,8,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|use-case|cta,13,99,0,0.711,231,near-duplicate,media-library,,,PARTIAL,"Topic (manual): Missing term is a modifier (e.g. 'Powered', 'Advanced', 'DAM'); the PDF paragraph states the topic. / THIN: topic-specific content is only the 13-word PDF paragraph in the hero; every other section is neighbouring-topic context / Near-duplicate of PDF 231 /use-cases/retail-brands (prose overlap 0.711)"
235,211-240 Use Cases,GetSibu for PR Teams,14,/use-cases/pr-teams,200,,yes,published,yes,yes,yes,no,yes,8,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|workflow|use-case|cta,14,82,0,0.468,238,no,media-library:image,,,PARTIAL,THIN: topic-specific content is only the 14-word PDF paragraph in the hero; every other section is neighbouring-topic context
236,211-240 Use Cases,GetSibu for Event Companies,11,/use-cases/event-companies,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|use-case|cta,11,54,0,0.553,237,no,"media-library:video,image,document",,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
237,211-240 Use Cases,GetSibu for Education Teams,11,/use-cases/education-teams,200,,yes,published,yes,yes,yes,mega menu,yes,7,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|use-case|cta,11,94,0,0.704,240,near-duplicate,"media-library:video,document",,,PARTIAL,THIN: topic-specific content is only the 11-word PDF paragraph in the hero; every other section is neighbouring-topic context / Near-duplicate of PDF 240 /use-cases/corporate-communications (prose overlap 0.704)
238,211-240 Use Cases,GetSibu for Nonprofits,11,/use-cases/nonprofits,200,,yes,published,yes,yes,yes,mega menu,yes,7,1,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|workflow|use-case|cta,11,88,0,0.71,232,near-duplicate,"media-library:image,document",,,PARTIAL,THIN: topic-specific content is only the 11-word PDF paragraph in the hero; every other section is neighbouring-topic context / Near-duplicate of PDF 232 /use-cases/media-companies (prose overlap 0.71)
239,211-240 Use Cases,GetSibu for Internal Communications,12,/use-cases/internal-communications,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|use-case|cta,12,65,0,0.672,240,near-duplicate,media-library,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Near-duplicate of PDF 240 /use-cases/corporate-communications (prose overlap 0.672)
240,211-240 Use Cases,GetSibu for Corporate Communications,17,/use-cases/corporate-communications,200,,yes,published,yes,yes,yes,mega menu,yes,7,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|use-case|cta,17,65,0,0.704,237,near-duplicate,"media-library:video,image,document",,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Near-duplicate of PDF 237 /use-cases/education-teams (prose overlap 0.704)
241,241-260 Integrations,GetSibu Integrations,20,/integrations,200,,yes,published,yes,yes,yes,mega menu,no,5,0,yes,PASS,PASS,developed,PASS,hero|introduction|features|workflow|cta,81,57,2,0.378,260,no,connector-flow,,,PASS,
242,241-260 Integrations,Google Drive Integration,17,/storage/google-drive,307,/storage/centralised-media-storage,merged into PDF 122,merged-held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,storage-sources,/storage/centralised-media-storage,BLOCKED — UNCONFIRMED CLAIM,Duplicate PDF title of 122; held with it / 307 → /storage/centralised-media-storage until claim(s) storage-sources are client-confirmed
243,241-260 Integrations,Dropbox Integration,9,/storage/dropbox,307,/storage/centralised-media-storage,merged into PDF 123,merged-held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,storage-sources,/storage/centralised-media-storage,BLOCKED — UNCONFIRMED CLAIM,Duplicate PDF title of 123; held with it / 307 → /storage/centralised-media-storage until claim(s) storage-sources are client-confirmed
244,241-260 Integrations,OneDrive Integration,14,/storage/onedrive,307,/storage/centralised-media-storage,merged into PDF 124,merged-held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,storage-sources,/storage/centralised-media-storage,BLOCKED — UNCONFIRMED CLAIM,Duplicate PDF title of 124; held with it / 307 → /storage/centralised-media-storage until claim(s) storage-sources are client-confirmed
245,241-260 Integrations,AWS S3 Integration,12,/storage/aws-s3,307,/storage/centralised-media-storage,merged into PDF 125,merged-held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,storage-sources,/storage/centralised-media-storage,BLOCKED — UNCONFIRMED CLAIM,Duplicate PDF title of 125; held with it / 307 → /storage/centralised-media-storage until claim(s) storage-sources are client-confirmed
246,241-260 Integrations,Slack Integration,12,/integrations/slack,307,/developers/webhook-automation,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,slack,/developers/webhook-automation,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /developers/webhook-automation until claim(s) slack are client-confirmed
247,241-260 Integrations,Figma Integration,16,/integrations/figma,307,/integrations/custom-integrations,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,figma,/integrations/custom-integrations,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /integrations/custom-integrations until claim(s) figma are client-confirmed
248,241-260 Integrations,Adobe Premiere Pro Integration,16,/integrations/adobe-premiere-pro,307,/integrations/custom-integrations,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,adobe-premiere-after-effects,/integrations/custom-integrations,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /integrations/custom-integrations until claim(s) adobe-premiere-after-effects are client-confirmed
249,241-260 Integrations,Adobe After Effects Integration,9,/integrations/adobe-after-effects,307,/integrations/custom-integrations,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,adobe-premiere-after-effects,/integrations/custom-integrations,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /integrations/custom-integrations until claim(s) adobe-premiere-after-effects are client-confirmed
250,241-260 Integrations,Frame.io Integration,13,/integrations/frame-io,307,/integrations/custom-integrations,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,frame-io,/integrations/custom-integrations,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /integrations/custom-integrations until claim(s) frame-io are client-confirmed
251,241-260 Integrations,Zapier Integration,12,/integrations/zapier,307,/developers/webhook-automation,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,zapier,/developers/webhook-automation,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /developers/webhook-automation until claim(s) zapier are client-confirmed
252,241-260 Integrations,Webhooks,15,/developers/webhooks,200,,yes,framed,yes,yes,yes,no,yes,7,2,no,PARTIAL,PARTIAL,withheld,PASS,hero|introduction|features|workflow|faq|cta,17,118,1,0.48,268,no,api-flow:webhooks,webhook-events,/developers/webhook-automation,PARTIAL,Topic (manual): Hero from PDF 257 explains webhooks; body is generic API content. / Framed: own PDF paragraph withheld (claims: webhook-events); verified context from PDF 257
253,241-260 Integrations,REST API,18,/developers/rest-api,200,,yes,published,yes,yes,yes,mega menu,yes,10,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|faq|cta,35,40,1,0.759,279,near-duplicate,api-flow,rest-api-first,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Near-duplicate of PDF 279 /developers/custom-asset-applications (prose overlap 0.759)
254,241-260 Integrations,API-First DAM,21,/developers/api-first-dam,200,,yes,published,yes,yes,yes,no,yes,11,1,yes,PASS,PASS,developed,PASS,hero|introduction|features|workflow|faq|cta,54,141,2,0.418,279,no,api-flow,rest-api-first,,PASS,
255,241-260 Integrations,Developer API,18,/developers/developer-api,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PASS,developed,PASS,hero|introduction|features|workflow|faq|cta,83,10,3,0.741,253,near-duplicate,api-flow,,,PARTIAL,Near-duplicate of PDF 253 /developers/rest-api (prose overlap 0.741)
256,241-260 Integrations,API Authentication,17,/developers/api-authentication,200,,yes,published,yes,yes,yes,mega menu,yes,21,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,34,22,2,0.486,266,no,api-flow:auth,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
257,241-260 Integrations,Webhook Automation,18,/developers/webhook-automation,200,,yes,published,yes,yes,yes,mega menu,yes,5,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,30,131,1,0.576,266,no,api-flow:webhooks,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
258,241-260 Integrations,Developer Playground,17,/developers/developer-playground,307,/developers/api,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,developer-playground,/developers/api,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /developers/api until claim(s) developer-playground are client-confirmed
259,241-260 Integrations,SDK Support,15,/developers/sdk-support,307,/developers/api,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,openapi sdks,/developers/api,BLOCKED — UNCONFIRMED CLAIM,"Title states an unconfirmed claim / 307 → /developers/api until claim(s) openapi, sdks are client-confirmed"
260,241-260 Integrations,Custom Integrations,16,/integrations/custom-integrations,200,,yes,published,yes,yes,yes,mega menu,yes,2,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,16,91,0,0.398,390,no,connector-flow,,,PARTIAL,"Topic (manual): Missing term is a modifier (e.g. 'Powered', 'Advanced', 'DAM'); the PDF paragraph states the topic. / Topic developed in the hero plus at most one section; other sections are related PDF context"
261,261-280 API and Developer Pages,GetSibu API,16,/developers/api,200,,yes,published,yes,yes,yes,mega menu,yes,18,4,yes,PASS,PASS,developed,PASS,hero|introduction|features|workflow|faq|cta,121,40,3,0.693,278,near-duplicate,api-flow,rest-api-first,,PARTIAL,Near-duplicate of PDF 278 /developers/developer-automation (prose overlap 0.693)
262,261-280 API and Developer Pages,Asset Upload API,14,/developers/asset-upload-api,200,,yes,published,yes,yes,yes,mega menu,yes,18,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,28,42,1,0.545,266,no,api-flow:upload,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
263,261-280 API and Developer Pages,Asset Search API,10,/developers/asset-search-api,200,,yes,published,yes,yes,yes,mega menu,yes,18,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,20,39,1,0.563,265,no,api-flow:search,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
264,261-280 API and Developer Pages,Asset Metadata API,14,/developers/asset-metadata-api,200,,yes,published,yes,yes,yes,no,yes,18,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,28,38,1,0.628,266,near-duplicate,api-flow:metadata,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Near-duplicate of PDF 266 /developers/asset-comments-api (prose overlap 0.628)
265,261-280 API and Developer Pages,Asset Tags API,9,/developers/asset-tags-api,200,,yes,published,yes,yes,yes,no,yes,5,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,9,40,0,0.563,263,no,api-flow:tags,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
266,261-280 API and Developer Pages,Asset Comments API,7,/developers/asset-comments-api,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,7,42,0,0.628,264,near-duplicate,api-flow:comments,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Near-duplicate of PDF 264 /developers/asset-metadata-api (prose overlap 0.628)
267,261-280 API and Developer Pages,Approval API,11,/developers/approval-api,200,,yes,published,yes,yes,yes,no,yes,10,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,28,12,1,0.275,89,no,api-flow:approvals,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
268,261-280 API and Developer Pages,Webhook Events,13,/developers/webhook-events,200,,yes,framed,yes,yes,yes,no,yes,6,1,no,PARTIAL,PARTIAL,withheld,PASS,hero|introduction|features|workflow|faq|cta,0,73,0,0.48,252,no,api-flow:webhooks,webhook-events,/developers/webhook-automation,PARTIAL,Topic (manual): Same hero as /developers/webhooks (PDF 257); event list withheld; body is generic API content. / Framed: own PDF paragraph withheld (claims: webhook-events); verified context from PDF 257
269,261-280 API and Developer Pages,Asset Created Webhook,13,/developers/asset-created-webhook,307,/developers/webhook-automation,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,webhook-events,/developers/webhook-automation,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /developers/webhook-automation until claim(s) webhook-events are client-confirmed
270,261-280 API and Developer Pages,Comment Added Webhook,13,/developers/comment-added-webhook,307,/developers/webhook-automation,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,webhook-events,/developers/webhook-automation,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /developers/webhook-automation until claim(s) webhook-events are client-confirmed
271,261-280 API and Developer Pages,Approval Requested Webhook,9,/developers/approval-requested-webhook,307,/developers/webhook-automation,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,webhook-events,/developers/webhook-automation,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /developers/webhook-automation until claim(s) webhook-events are client-confirmed
272,261-280 API and Developer Pages,Billing Events,7,/developers/billing-events,307,/developers/webhook-automation,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,webhook-events,/developers/webhook-automation,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /developers/webhook-automation until claim(s) webhook-events are client-confirmed
273,261-280 API and Developer Pages,API Documentation,14,/developers/api-documentation,200,,yes,published,yes,yes,yes,no,yes,19,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|faq|cta,28,50,1,0.381,255,no,api-flow,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
274,261-280 API and Developer Pages,OpenAPI Specification,17,/developers/openapi-specification,307,/developers/api,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,openapi,/developers/api,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /developers/api until claim(s) openapi are client-confirmed
275,261-280 API and Developer Pages,Developer Authentication,9,/developers/developer-authentication,200,,yes,published,yes,yes,yes,no,yes,4,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,9,64,0,0.565,277,no,api-flow:auth,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
276,261-280 API and Developer Pages,API Tenant Isolation,13,/developers/api-tenant-isolation,200,,yes,published,yes,yes,yes,mega menu,yes,12,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|faq|cta,26,129,1,0.518,278,no,api-flow:auth,multi-tenant,,PARTIAL,"Topic (manual): Missing term is a modifier (e.g. 'Powered', 'Advanced', 'DAM'); the PDF paragraph states the topic. / Topic developed in the hero plus at most one section; other sections are related PDF context"
277,261-280 API and Developer Pages,API Security,13,/developers/api-security,200,,yes,published,yes,yes,yes,no,yes,5,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,30,22,1,0.565,275,no,api-flow:auth,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
278,261-280 API and Developer Pages,Developer Automation,12,/developers/developer-automation,200,,yes,published,yes,yes,yes,mega menu,yes,19,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,24,68,2,0.693,261,near-duplicate,api-flow,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Near-duplicate of PDF 261 /developers/api (prose overlap 0.693)
279,261-280 API and Developer Pages,Custom Asset Applications,13,/developers/custom-asset-applications,200,,yes,published,yes,yes,yes,no,yes,8,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|faq|cta,23,109,1,0.759,253,near-duplicate,api-flow,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Near-duplicate of PDF 253 /developers/rest-api (prose overlap 0.759)
280,261-280 API and Developer Pages,GetSibu for Developers,18,/developers,200,,yes,published,yes,yes,yes,mega menu,yes,21,1,yes,PASS,PASS,developed,PASS,hero|introduction|features|workflow|faq|cta,77,68,3,0.392,255,no,api-flow,,,PASS,
281,281-300 Migration,Migrate to GetSibu,20,/migration,200,,yes,published,yes,yes,yes,mega menu,no,24,0,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|benefits|workflow|cta,20,125,0,0.341,287,no,migration-map,,,PARTIAL,THIN: topic-specific content is only the 20-word PDF paragraph in the hero; every other section is neighbouring-topic context
282,281-300 Migration,Creative Library Migration,13,/migration/creative-library-migration,200,,yes,published,yes,yes,yes,no,yes,6,1,yes,PASS,PASS,developed,PASS,hero|introduction|features|benefits|workflow|cta,106,10,3,0.678,296,near-duplicate,migration-map,,,PARTIAL,Near-duplicate of PDF 296 /migration/migration-verification (prose overlap 0.678)
283,281-300 Migration,Google Drive Migration,15,/migration/google-drive-migration,307,/migration,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,storage-sources,/migration,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /migration until claim(s) storage-sources are client-confirmed
284,281-300 Migration,Dropbox Migration,15,/migration/dropbox-migration,307,/migration,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,storage-sources,/migration,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /migration until claim(s) storage-sources are client-confirmed
285,281-300 Migration,S3 Migration,12,/migration/s3-migration,307,/migration,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,storage-sources,/migration,BLOCKED — UNCONFIRMED CLAIM,Title states an unconfirmed claim / 307 → /migration until claim(s) storage-sources are client-confirmed
286,281-300 Migration,Metadata Migration,14,/migration/metadata-migration,200,,yes,published,yes,yes,yes,mega menu,yes,16,1,yes,PASS,PASS,developed,PASS,hero|introduction|features|benefits|workflow|cta,71,15,2,0.476,298,no,migration-map:metadata,metadata-preserved,,PASS,
287,281-300 Migration,Folder Structure Migration,10,/migration/folder-structure-migration,200,,yes,published,yes,yes,yes,no,yes,10,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|workflow|cta,22,117,1,0.596,296,no,migration-map:folders,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
288,281-300 Migration,Creative Data Migration,12,/migration/creative-data-migration,200,,yes,published,yes,yes,yes,no,yes,8,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|workflow|cta,12,10,0,0.489,282,no,migration-map,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
289,281-300 Migration,DAM Migration Strategy,14,/migration/dam-migration-strategy,200,,yes,published,yes,yes,yes,mega menu,yes,13,1,yes,PASS,PARTIAL,introduced,PARTIAL,hero|introduction|workflow|cta,28,96,1,0.822,299,duplicate,migration-map,,,PARTIAL,"Topic (manual): Missing term is a modifier (e.g. 'Powered', 'Advanced', 'DAM'); the PDF paragraph states the topic. / Topic developed in the hero plus at most one section; other sections are related PDF context / DUPLICATE of PDF 299 /migration/dam-implementation (prose overlap 0.822)"
290,281-300 Migration,Digital Asset Migration Planning,14,/migration/digital-asset-migration-planning,200,,yes,published,yes,yes,yes,no,yes,18,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|workflow|cta,28,15,1,0.518,292,no,migration-map,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
291,281-300 Migration,Bulk Import,15,/migration/bulk-import,200,,yes,published,yes,yes,yes,no,yes,12,1,yes,PASS,PASS,developed,PASS,hero|introduction|features|benefits|workflow|cta,45,78,2,0.521,292,no,migration-map:import,,,PASS,
292,281-300 Migration,Migration Without Downtime,20,/migration/migration-without-downtime,200,,yes,published,yes,yes,yes,no,yes,13,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|workflow|cta,20,15,0,0.521,291,no,migration-map,migration-no-downtime,,PARTIAL,"Topic (manual): Missing term is a modifier (e.g. 'Powered', 'Advanced', 'DAM'); the PDF paragraph states the topic. / Topic developed in the hero plus at most one section; other sections are related PDF context"
293,281-300 Migration,Migration Metadata Preservation,16,/migration/migration-metadata-preservation,200,,yes,published,yes,yes,yes,no,yes,6,1,yes,PASS,PASS,developed,PARTIAL,hero|introduction|workflow|cta,71,55,2,0.817,299,duplicate,migration-map:metadata,,,PARTIAL,DUPLICATE of PDF 299 /migration/dam-implementation (prose overlap 0.817)
294,281-300 Migration,Migration Folder Mapping,15,/migration/migration-folder-mapping,200,,yes,published,yes,yes,yes,no,yes,4,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|workflow|cta,27,61,1,0.442,298,no,migration-map:folders,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
295,281-300 Migration,Migration Permission Mapping,13,/migration/migration-permission-mapping,200,,yes,framed,yes,yes,yes,no,yes,7,1,no,PARTIAL,PARTIAL,withheld,PASS,hero|introduction|features|workflow|cta,14,141,1,0.532,297,no,migration-map:permissions,permission-translation,/migration/dam-migration-strategy,PARTIAL,Topic (manual): Migration strategy hero plus permission cards convey the topic loosely; the mapping itself is not explained. / Framed: own PDF paragraph withheld (claims: permission-translation); verified context from PDF 289
296,281-300 Migration,Migration Verification,13,/migration/migration-verification,200,,yes,published,yes,yes,yes,mega menu,yes,18,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|workflow|cta,26,10,1,0.678,282,near-duplicate,migration-map:verify,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Near-duplicate of PDF 282 /migration/creative-library-migration (prose overlap 0.678)
297,281-300 Migration,DAM Onboarding,12,/migration/dam-onboarding,200,,yes,framed,yes,yes,yes,no,yes,7,1,no,FAIL,FAIL,absent,PARTIAL,hero|introduction|workflow|cta,0,77,0,0.532,295,no,migration-map,onboarding-assistance,/migration/dam-migration-strategy,FAIL,"Topic (manual): Nothing discusses onboarding, rollout or training: hero and timeline are migration strategy (PDF 289)."
298,281-300 Migration,Creative Team Migration,11,/migration/creative-team-migration,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PASS,developed,PASS,hero|introduction|features|benefits|workflow|cta,84,15,3,0.775,300,near-duplicate,migration-map,,,PARTIAL,Near-duplicate of PDF 300 /migration/migration-support (prose overlap 0.775)
299,281-300 Migration,DAM Implementation,10,/migration/dam-implementation,200,,yes,published,yes,yes,yes,no,yes,16,2,yes,PASS,PARTIAL,introduced,PARTIAL,hero|introduction|workflow|cta,20,100,1,0.822,289,duplicate,migration-map,,,PARTIAL,"Topic (manual): Missing term is a modifier (e.g. 'Powered', 'Advanced', 'DAM'); the PDF paragraph states the topic. / Topic developed in the hero plus at most one section; other sections are related PDF context / DUPLICATE of PDF 289 /migration/dam-migration-strategy (prose overlap 0.822)"
300,281-300 Migration,GetSibu Migration Support,13,/migration/migration-support,200,,yes,published,yes,yes,yes,no,yes,7,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|workflow|cta,13,15,0,0.775,298,near-duplicate,migration-map,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Near-duplicate of PDF 298 /migration/creative-team-migration (prose overlap 0.775)
301,301-320 Architecture and Performance,GetSibu Architecture,17,/architecture,200,,yes,published,yes,yes,yes,mega menu,no,19,0,yes,PASS,PASS,developed,PASS,hero|introduction|features|workflow|cta,54,111,2,0.333,305,no,architecture-stack,architecture-internals,,PASS,
302,301-320 Architecture and Performance,Creative Asset Infrastructure,17,/architecture/creative-asset-infrastructure,200,,yes,published,yes,yes,yes,no,yes,4,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,34,57,1,0.583,316,no,architecture-stack,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
303,301-320 Architecture and Performance,Cloud-Based Asset Management,14,/architecture/cloud-based-asset-management,200,,yes,published,yes,yes,yes,no,yes,15,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,28,116,1,0.57,317,no,architecture-stack:clients,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
304,301-320 Architecture and Performance,CDN Asset Delivery,13,/architecture/cdn-asset-delivery,200,,yes,published,yes,yes,yes,no,yes,20,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,36,111,1,0.747,306,near-duplicate,architecture-stack:edge,cdn-edge,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Near-duplicate of PDF 306 /architecture/streaming-previews (prose overlap 0.747)
305,301-320 Architecture and Performance,Edge Caching,11,/architecture/edge-caching,200,,yes,published,yes,yes,yes,no,yes,22,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,22,125,2,0.516,315,no,architecture-stack:edge,cdn-edge,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
